country,country_code,region,cum_confirmed,infection_rate (per mille),income group,WJP Rule of Law Index: Overall Score,Factor 1: Constraints on Government Powers,1.1 Government powers are effectively limited by the legislature,1.2 Government powers are effectively limited by the judiciary,1.3 Government powers are effectively limited by independent auditing and review,1.4 Government officials are sanctioned for misconduct,1.5 Government powers are subject to non-governmental checks,1.6 Transition of power is subject to the law,Factor 2: Absence of Corruption,2.1 Government officials in the executive branch do not use public office for private gain,2.2 Government officials in the judicial branch do not use public office for private gain,2.3 Government officials in the police and the military do not use public office for private gain,2.4 Government officials in the legislative branch do not use public office for private gain,Factor 3: Open Government ,3.1. Publicized laws and government data ,3.2 Right to information,3.3 Civic participation,3.4 Complaint mechanisms,Factor 4: Fundamental Rights,4.1 Equal treatment and absence of discrimination,4.2 The right to life and security of the person is effectively guaranteed,4.3 Due process of the law and rights of the accused,4.4 Freedom of opinion and expression is effectively guaranteed,4.5 Freedom of belief and religion is effectively guaranteed,4.6 Freedom from arbitrary interference with privacy is effectively guaranteed,4.7 Freedom of assembly and association is effectively guaranteed,4.8 Fundamental labor rights are effectively guaranteed,Factor 5: Order and Security,5.1 Crime is effectively controlled,5.2 Civil conflict is effectively limited,5.3 People do not resort to violence to redress personal grievances,Factor 6: Regulatory Enforcement,6.1 Government regulations are effectively enforced,6.2 Government regulations are applied and enforced without improper influence,6.3 Administrative proceedings are conducted without unreasonable delay,6.4 Due process is respected in administrative proceedings,6.5 The government does not expropriate without lawful process and adequate compensation,Factor 7: Civil Justice,7.1 People can access and afford civil justice,7.2 Civil justice is free of discrimination,7.3 Civil justice is free of corruption,7.4 Civil justice is free of improper government influence,7.5 Civil justice is not subject to unreasonable delay,7.6. Civil justice is effectively enforced,"7.7 Alternative dispute resolution mechanisms are accessible, impartial, and effective",Factor 8: Criminal Justice,8.1 Criminal investigation system is effective,8.2 Criminal adjudication system is timely and effective,8.3 Correctional system is effective in reducing criminal behavior,8.4 Criminal system is impartial,8.5 Criminal system is free of corruption,8.6 Criminal system is free of improper government influence,8.7. Due process of the law and rights of the accused
Chile,CHL,Latin America & Caribbean,12858.0,0.6784495701912749,High,0.6696359678026279,0.720633329061476,0.701272255310352,0.581463466012977,0.847011535480581,0.5845235361535319,0.7154064000686129,0.8941227813427991,0.6903166953414771,0.6239259645116619,0.8425997731002199,0.8182469185515179,0.47649412520250894,0.7131069262596709,0.662577151136033,0.74987451630742,0.673601269479437,0.766374768115793,0.723736027871511,0.553428670807342,0.825488050565249,0.631372177379797,0.7154064000686129,0.793592138189046,0.848049853589389,0.7263771675968559,0.696173764775797,0.674628070820212,0.7523354598657501,1.0,0.271548752594888,0.64379865954344,0.612028620239105,0.767631754900673,0.548213421943054,0.5161330716239729,0.774986429010396,0.6313637747350289,0.676478601471348,0.619126194873417,0.6491183602550871,0.6842136936387111,0.431180773871601,0.605844054973808,0.753584744061233,0.5595042587882111,0.3620846423800839,0.590324855594263,0.34279870647437,0.530247626261709,0.686464596165534,0.77323720726172,0.631372177379797
China,CHN,East Asia & Pacific,83909.0,0.0585227747171224,Upper Middle,0.478726852470991,0.321873145591204,0.363936660536857,0.298220442727622,0.394496901077189,0.49075596954702205,0.13635614881342698,0.247472750845105,0.5342470988713011,0.494655919875157,0.548232051554619,0.6808566286921589,0.41324379536326794,0.42664168398720004,0.471052923444229,0.5598074793330301,0.224357627964368,0.451348705207172,0.28884942502749,0.46264013112172603,0.339166660466666,0.48122510875643393,0.13635614881342698,0.18030303684841897,0.22875812153633102,0.16951694668568398,0.312829245991233,0.7799144120695091,0.8013307864538359,0.915,0.623412449754689,0.49352753425989293,0.509239394025253,0.6122359600398111,0.6141534162120661,0.33831977570432,0.39368912531801703,0.5346049351714489,0.6136405294047751,0.45094487590612603,0.42352429307534906,0.244205071517605,0.756705556739877,0.591753438787594,0.661460780768816,0.450156584789887,0.501690754143573,0.520400717538572,0.510076781355248,0.356042909975089,0.570143347350756,0.21151647440953303,0.48122510875643393
Colombia,COL,Latin America & Caribbean,5142.0,0.10214654143074249,Upper Middle,0.500308066090422,0.5333320299269121,0.613435568499371,0.500210004751657,0.486680728266739,0.422655074492409,0.555168418170041,0.621842385381255,0.3860142336002871,0.415604117815374,0.520524297312247,0.526980030269144,0.080948489004384,0.635668792967293,0.6692514909352479,0.5959799852449449,0.561916450983397,0.7155272447055809,0.532541259085867,0.5423735321763129,0.504191738920459,0.425318191918951,0.555168418170041,0.6310273333333329,0.490944298840103,0.603363439927427,0.507943119400311,0.563761121599626,0.48927988378335496,0.9375,0.264503481015523,0.5219911404897921,0.505234255035731,0.635437239692948,0.35435866785581893,0.46756357119518294,0.6473619686692801,0.489517741526609,0.568849112780666,0.519210384752026,0.477093763056602,0.497040988341664,0.201330672284805,0.452084024123059,0.7110152453474391,0.33963820952698803,0.200836551490024,0.31700337769379905,0.26846367471696997,0.313711764175047,0.4209538040582801,0.43118010263584705,0.425318191918951
Congo,COD,Sub-Saharan Africa,616.0,0.11448741604875677,Low,0.34212329517740997,0.39033318848037196,0.505983873136918,0.37198086966974,0.31609285040100205,0.346150410692306,0.388741084198635,0.413050042783633,0.160054942279962,0.22661482492079998,0.14551569152211302,0.18400617719831,0.08408307547862401,0.34067257310825805,0.18814801718292198,0.335561714651996,0.413730059323071,0.42525050127504,0.406724551014342,0.563758876823777,0.168615363152578,0.3041307758905061,0.388741084198635,0.6411661405010259,0.18860714824818,0.502548581870325,0.496228437429706,0.482735499195546,0.562299832353777,0.5625,0.32340666523286,0.352003320929734,0.34498024714348396,0.3568930679000121,0.35614270187920793,0.36940154867812497,0.332599039047838,0.34603390596922495,0.352777341056334,0.448362723205807,0.158085785838602,0.250489350933405,0.401785841725129,0.30590621111155203,0.504830087913744,0.25842838044184496,0.21044618371588397,0.350635324446028,0.134589264002238,0.43807066079289897,0.18068037633659,0.190446077908774,0.3041307758905061
Costa Rica,CRI,Latin America & Caribbean,693.0,0.13729403171155338,Upper Middle,0.6824145888355021,0.76472024222924,0.765622935365414,0.6850921237618829,0.798970654953004,0.596751445594053,0.830062583475425,0.91182171022566,0.659415467117175,0.647997457482129,0.801707777497922,0.751976605918179,0.435980027570471,0.7039377241653519,0.471930671463014,0.7619613979389241,0.7828988762705171,0.7989599509889521,0.7864564854104109,0.6762554573545849,0.918887353828585,0.7260067221538399,0.830062583475425,0.837760554021524,0.815616509405514,0.8481668030968,0.6388958999470109,0.6833556789286099,0.686682219167386,1.0,0.363384817618445,0.6664460886196079,0.664535131632086,0.7503141221802201,0.454204282394714,0.664932099889407,0.798244807001609,0.6207626056651391,0.6798627417797491,0.7465577145192909,0.7204514035918341,0.708046002813448,0.234191827700708,0.47783923190889294,0.7783893173420501,0.574222418548484,0.412001511518375,0.460728224174895,0.380561402122,0.6975070897247709,0.670333888248275,0.6724180918972321,0.7260067221538399
Cote d'Ivoire,CIV,Sub-Saharan Africa,1077.0,0.041879639083836816,Lower Middle,0.46267028072943106,0.409892225404308,0.41535133229948296,0.364120720008353,0.44320120234483895,0.37851168543587893,0.36498589730795206,0.49318251502934,0.360061381032859,0.342267129021669,0.42115483904109297,0.43625993034234206,0.24056362572632997,0.3813987721034411,0.191103387527932,0.464402003204746,0.45309073935193606,0.41699895832915,0.454767541759395,0.603020938976036,0.313511237894659,0.38037176260079103,0.36498589730795206,0.689326373684895,0.10836596307473802,0.573796577966241,0.604761582569852,0.678447028049142,0.661699033363093,1.0,0.373642050784333,0.5209769773421179,0.48166530022822107,0.517575167606543,0.47534526478455996,0.538214907287553,0.592084246803715,0.537966343311406,0.49169132211843103,0.625727743472067,0.403318110694173,0.304886396842279,0.6051829490670749,0.6235059584988921,0.7114519224869259,0.357851976832776,0.303303915608303,0.493543046857036,0.28991762547932104,0.494695419777475,0.38461416474751897,0.158517902758988,0.38037176260079103
Croatia,HRV,EU & EFTA & North America,2016.0,0.4881002561800005,High,0.614288322749823,0.5756277178971079,0.5827484248815239,0.471090007779021,0.555623078251052,0.49174950936248296,0.6316858771797901,0.720869409928782,0.5795472593598959,0.49768416902904206,0.729929935043644,0.7612813515828649,0.32929358178403495,0.6094475490575739,0.5426429910278561,0.605769017451152,0.634466660165764,0.654911527585522,0.666596495093269,0.621996135851523,0.7201308547987479,0.6465475693434439,0.6316858771797901,0.702806185438984,0.5648039382692049,0.754994077741802,0.6898073221226579,0.84558211519746,0.9507759710447701,1.0,0.585970374547609,0.5553180140056391,0.606225679770444,0.680591951213169,0.45598268586046703,0.41590071270480106,0.617889040479313,0.569552392485533,0.679213664781326,0.670347464026269,0.578370659813602,0.55685040903324,0.265909289477774,0.50071068216144,0.735464578105079,0.5126350389021029,0.475718503861552,0.44482155083119707,0.49275745195443804,0.43050035778016604,0.62265329938317,0.475446539160756,0.6465475693434439
Czechia,CZE,EU & EFTA & North America,7352.0,0.6877961922921735,High,0.73134395460106,0.729510033676,0.698470562598985,0.7176480122322421,0.74557732478523,0.6112857002981279,0.757749919328662,0.846328682812751,0.6530418949399971,0.6014071042095029,0.86960955737818,0.785734938954081,0.355415979218221,0.67215719066668,0.6791144206127501,0.630397642425793,0.7080857305026509,0.6710309691255251,0.790114905897505,0.711428290901755,0.9462308402392758,0.8056205833707478,0.757749919328662,0.778835872787226,0.7803921854302199,0.803243571121279,0.737417984000873,0.8995298898390091,0.894764640522597,1.0,0.803825028994432,0.708764761443808,0.7252197957432092,0.865063797691192,0.626584757272806,0.596571601543834,0.730383854967998,0.6889613666352111,0.641664787817855,0.7389930810110981,0.7924876003905369,0.7470837330018741,0.45176118520706,0.626555025154187,0.824184153863865,0.708671593710272,0.617655916710636,0.695226155083372,0.5953735803206279,0.66532172257914,0.748768038848949,0.8327351590584301,0.8056205833707478
Denmark,DNK,EU & EFTA & North America,8643.0,1.4974331573593824,High,0.899466051644518,0.943533319943606,0.9120587589597121,0.951860663387101,0.910625084272271,0.935087794134482,0.9654931706836751,0.986074448224394,0.9462557023699101,0.9221926316013379,0.988507807528918,0.9795341610222671,0.894788209327118,0.877020287032789,0.856150124246725,0.840724721753875,0.942311587130682,0.868894714999872,0.916806143401022,0.7864179260939279,0.9904761854761909,0.8835570545461551,0.9654931706836751,0.798528932230097,0.983333325,0.9778328654198081,0.9488096877583209,0.9275922953990721,0.947015728186996,1.0,0.8357611580102199,0.898103506617019,0.85985277102811,0.9708383115948659,0.8791790844148771,0.8839927614810541,0.896654604566186,0.8609529072095871,0.7611983761753001,0.897034038574547,0.986233485683112,0.9170378893076709,0.731813757128471,0.8814297075210791,0.8519230960769251,0.8254642511831399,0.660244330649448,0.7491339284162621,0.7756469433202758,0.8025902727011949,0.9833967145001759,0.9236805141484709,0.8835570545461551
Dominica,DMA,Latin America & Caribbean,16.0,0.2228163992869875,Upper Middle,0.582868582648485,0.531134975836187,0.436774481119976,0.58201377801173,0.646596983382605,0.41977360266941494,0.527771905553538,0.5738791042798559,0.5979471819397021,0.478324276654234,0.870926839744405,0.740273740045655,0.30226387131451504,0.5035030887607721,0.380890775453389,0.5309712503889861,0.5771017469116301,0.5250485822890829,0.625267168596475,0.596034201558454,0.773757341657726,0.59134657879721,0.527771905553538,0.721183847825595,0.6140522637854671,0.6114848103183511,0.566506399275455,0.7408370310879872,0.8445713951846979,1.0,0.377939698079263,0.527217450329561,0.39143906249576793,0.7049566643161379,0.453991325102665,0.538366754446454,0.547333445286778,0.585429558306279,0.759902159351496,0.552651387203577,0.7576452693727429,0.7132457600816751,0.32858563698987203,0.3529411764705879,0.633035518674003,0.551612206330915,0.490459332525111,0.46307060216395507,0.392685679407302,0.623774135038572,0.7174398665689191,0.582509249815333,0.59134657879721
Dominican Republic,DOM,Latin America & Caribbean,5926.0,0.5518226770067148,Upper Middle,0.47799291638573604,0.467179498212392,0.5380562839088671,0.408733934358121,0.313728456114307,0.343125250845903,0.6316856901947641,0.567747373852392,0.390650552317943,0.385434343268769,0.495878325149875,0.47370329944382206,0.207586241409307,0.529434977195019,0.351394605865763,0.5461006092109361,0.587018512214643,0.633226181488736,0.5795181332485511,0.51752075205444,0.591502035830556,0.427658981148975,0.6316856901947641,0.666472981489444,0.529763677850116,0.677041564920044,0.5944993825000711,0.6336626371541899,0.603605305339567,1.0,0.297382606123003,0.41653923102161294,0.4001295311893521,0.5981096066195589,0.39423783625237396,0.24579125592267398,0.44442792512410706,0.451619557362112,0.5284403909205221,0.6075533303283871,0.441212122345384,0.375780412396567,0.262756725453538,0.378269667573402,0.567324252516981,0.355338744574066,0.33483984361336894,0.372332768601474,0.19743846935263,0.373355033886642,0.43784784217821204,0.34389827323715905,0.427658981148975
Ecuador,ECU,Latin America & Caribbean,22719.0,1.307669421584644,Upper Middle,0.48512085943354205,0.48002737296527503,0.539071892812002,0.42114661258904906,0.4768727498350421,0.395121902635165,0.530040609669203,0.517910470251187,0.41890847327931396,0.42884861580454,0.42425459703568197,0.548535254076448,0.273995426200585,0.500677096927275,0.38311576041822204,0.47662067009808207,0.5217035252134811,0.621268431979316,0.518309172534135,0.447478891175905,0.532562412306525,0.4235516766593351,0.530040609669203,0.645072871028899,0.419435407888877,0.580022936727564,0.5683085748167691,0.625523475362687,0.5734385771051821,1.0,0.303131848982879,0.48759801509218,0.519223933868873,0.5876700964210749,0.46228645150460296,0.36939071910462296,0.49941887456172496,0.49477218427994707,0.5937550275057629,0.494439536329935,0.420789819029411,0.35266192400672397,0.44123122432733,0.498428546198116,0.6620992125623499,0.35515108502752296,0.284253943401901,0.439643055216645,0.24402913818774105,0.33226812377433596,0.466177111604539,0.296134546348164,0.4235516766593351
Egypt,EGY,Middle East & North Africa,4319.0,0.04302303791537951,Lower Middle,0.358105253435058,0.26533596273239396,0.08205681907145598,0.353463434938932,0.322263048269326,0.3892488573928011,0.058794474199554,0.3861891425222921,0.39821257282921096,0.40879485110912106,0.46456935823326295,0.42362908330221505,0.295856998672245,0.22297067525174102,0.329746815993938,0.10792053687786199,0.160405045339478,0.293810302795685,0.276698044951665,0.5123676485932249,0.20436506772052102,0.34074857257287605,0.058794474199554,0.257343772406252,0.211029367636676,0.207875180791662,0.421060275692553,0.5700304163511011,0.769313891714687,0.66125,0.279527357338617,0.37017797139796205,0.459871981068859,0.473658066504981,0.173664093247041,0.307263745490657,0.436431970678272,0.387380866691152,0.5016633106727609,0.341182011881961,0.48083991820538596,0.39160692810296105,0.248137746889922,0.230736155885068,0.517499995200001,0.37403551727524104,0.398103646345384,0.406000549508184,0.237052563422775,0.435880018615826,0.4353644777715371,0.365098792690108,0.34074857257287605
El Salvador,SLV,Latin America & Caribbean,274.0,0.04245725221002394,Lower Middle,0.493592111072678,0.49645444583219395,0.580191911248435,0.479365759180089,0.392630723639852,0.38572744435746903,0.55575181923173,0.5850590173355921,0.37965746746834494,0.35974922482352706,0.503512995973123,0.545713245681867,0.109654403394864,0.5337149015985521,0.416832491098459,0.590954458362143,0.5120973551584721,0.6149753017751329,0.537180611052614,0.5249744721014521,0.613641817105681,0.351998331795331,0.55575181923173,0.640962467605801,0.537890549334043,0.565350962296022,0.506874468950855,0.6493166211686701,0.509814982440336,1.0,0.438134881065674,0.5141248531842371,0.411306625518593,0.633238657010945,0.5277871554882639,0.4228078110276621,0.575484016875721,0.532489447452677,0.588336149224982,0.613763501026564,0.4758849958758621,0.459015490449149,0.41929490290147403,0.531066253964392,0.640064838726319,0.305798540824133,0.16948338357819198,0.304924809364281,0.19197754970345496,0.312022326041086,0.39902149018869804,0.41116189509788903,0.351998331795331
Estonia,EST,EU & EFTA & North America,1635.0,1.2333581513658594,High,0.807128257463432,0.8336040614683851,0.84057797854392,0.817197866863687,0.861006615715701,0.7813568428939649,0.7922839364368158,0.909201128356221,0.793210308217623,0.7323309669014629,0.9501161896368929,0.9160724271717021,0.5743216491604329,0.808750961521771,0.876959810937524,0.753818701137072,0.796781741469887,0.8074435925426,0.8187369153753659,0.796369934023782,0.941713057081854,0.787243522140024,0.7922839364368158,0.82008979410788,0.9006337979735771,0.841531971911348,0.670029309327652,0.889833716220179,0.90450604040187,1.0,0.7649951082586659,0.794691898949355,0.8321405771060351,0.8992741894766422,0.7996994936642561,0.659103795779574,0.783241438720268,0.804818196259617,0.7193639761939891,0.845016567207664,0.894874750979432,0.837294058500961,0.750341826238285,0.698914924999033,0.8879212696979591,0.713380001695162,0.590679236048062,0.5598264576456421,0.6301719152086589,0.707709850762821,0.875786117655673,0.842242912405251,0.787243522140024
Ethiopia,ETH,Sub-Saharan Africa,122.0,0.001088520571794146,Low,0.41128521183795796,0.386396252891419,0.5077282666809421,0.36352866314182797,0.401424726189361,0.42011049430933506,0.3070857278891189,0.31849963913792795,0.45586164501044196,0.416208946371577,0.40280767334301293,0.44889450344873494,0.555535456878442,0.324987695899722,0.23218753317960103,0.37395974236261503,0.29405376869820504,0.39974973935846797,0.34579957695248803,0.47142700109797203,0.25076847863275303,0.32958186794671196,0.3070857278891189,0.505913185323723,0.208088215568338,0.322276734034471,0.371255405126815,0.63385023240732,0.63652119662282,0.825,0.440029500599139,0.387336325266805,0.351120579079649,0.532973852967044,0.376385861478284,0.24700822628463198,0.42919310652441295,0.419792695014285,0.44073206996601894,0.36295960537077204,0.34964407957252897,0.328748586968849,0.391142701542129,0.47494729494628996,0.5903745267334061,0.33625727126118804,0.34116728044420896,0.35828153444396293,0.336281122603397,0.331222905535901,0.410408598244947,0.246857589609185,0.32958186794671196
Finland,FIN,EU & EFTA & North America,4475.0,0.8089066131324135,High,0.874277981882805,0.91781719823677,0.880223637222037,0.8994900460545079,0.921079784353842,0.930070916284411,0.893943924600208,0.9820948809056149,0.889632024899327,0.8955792362413649,0.976686285635629,0.9614276415425139,0.7248349361778,0.8590944740992679,0.90439515562877,0.8016673037651201,0.884519108038979,0.845796328964202,0.9054988905336859,0.852915069732285,0.9969924741654129,0.909143103172092,0.893943924600208,0.8330667494670602,0.9687564363119641,0.915085421785903,0.8740879450345609,0.913367892260587,0.9343707282253829,1.0,0.8057329485563779,0.8633697996324371,0.8253369794476629,0.9679779861303629,0.8048883949335881,0.9439187939384341,0.774726843712135,0.8149256335378701,0.696957174487859,0.836738208256733,0.9415623362272209,0.896360824569655,0.64889020762585,0.89845754890938,0.7855131346883941,0.830517941862495,0.59565585277907,0.7734587799290301,0.857871622596119,0.7821773776209341,0.9280064262429921,0.9673124306972272,0.909143103172092
France,FRA,EU & EFTA & North America,161644.0,2.481877285812834,High,0.727223011856491,0.725724114026649,0.7160454347824201,0.6720917121548,0.7342194401515071,0.637998238571537,0.713525024911851,0.880464833587777,0.7393519395171909,0.7249013981983149,0.8985126332143709,0.8521525275199631,0.48184119913611406,0.779408363476567,0.835872788422548,0.726379137973595,0.7364066243638779,0.8189749031462479,0.7341385607180101,0.645086641846515,0.8414944812639108,0.6669041760380501,0.713525024911851,0.7299594793120671,0.6714654405880539,0.8147027738574991,0.789970467926134,0.751229009470285,0.8224201361751229,0.89,0.541266892235733,0.7625717559979591,0.705433201947438,0.847588994529817,0.6700474211096109,0.757539785536298,0.8322493768666309,0.705251361724472,0.64924633007458,0.592940831198886,0.7620894686635942,0.7707216284468008,0.569816623699394,0.7443292390348529,0.847615410953194,0.620108989920793,0.593170932644228,0.623215373346661,0.54961277112597,0.512263114802569,0.7587220096175,0.6368745518705761,0.6669041760380501
Gambia,GMB,Sub-Saharan Africa,10.0,0.004259495266848859,Low,0.503401846136996,0.6038981314826789,0.710648427257165,0.632246838660121,0.357366720684706,0.49601885168868104,0.6315377775806851,0.7955701730247141,0.48291174589518504,0.415737454755258,0.589941540298787,0.510435254845471,0.41553273368122295,0.35799333554544605,0.166509311465621,0.32886588776719106,0.59282764020111,0.343770502747865,0.5478409141012001,0.528992268936893,0.387790891700454,0.427861703407228,0.6315377775806851,0.7470356773004789,0.465539252009689,0.6797206840842621,0.5142490577899129,0.7104148880997541,0.6173883215130661,1.0,0.513856342786197,0.382554714853169,0.369227247856475,0.494547525216983,0.22928846326433902,0.36484296867697297,0.45486736925107396,0.5238864166023139,0.45417159277384794,0.7023900901380229,0.600818968645775,0.518707555349862,0.35984945638655497,0.373328863532099,0.657938389390037,0.417714622516224,0.391933683655125,0.49886156276843197,0.18153896366636998,0.298621337771902,0.567150924810208,0.558034181534303,0.427861703407228
Georgia,GEO,Eastern Europe & Central Asia,456.0,0.11409235776360964,Upper Middle,0.602151402259932,0.545998268344,0.578950822479948,0.44127973228924106,0.5859780734769251,0.41909157531939595,0.6557769843229979,0.594912422175495,0.682906454422691,0.595155411133425,0.732400932493252,0.8897225096323729,0.514346964431716,0.573821616259228,0.505915515306008,0.632890483121744,0.6114784501558721,0.5450020164532879,0.609887243356157,0.577929979316922,0.7303881955951179,0.591753705064916,0.6557769843229979,0.629348021201386,0.43098037983437104,0.698934464491139,0.5639862170224029,0.7852039513245469,0.9201497037325279,1.0,0.43546215024111407,0.5693977392776031,0.5539739321525929,0.800226255705968,0.496885508176351,0.400359958385948,0.595543041967151,0.5307484265904729,0.649578047484329,0.500999591972664,0.600558390622193,0.38870029948453205,0.36434383863933295,0.502391127366839,0.708667690563423,0.5192475185047539,0.385121924053891,0.5696958303870879,0.5910745407645649,0.49513389389595397,0.73422421008528,0.26772852528158403,0.591753705064916
Germany,DEU,EU & EFTA & North America,156513.0,1.8740246152863214,High,0.836310848914011,0.852331394130871,0.830419293257888,0.823480193994532,0.853900172361455,0.8035972635546609,0.8451733247644742,0.9574181168522181,0.8227176728410491,0.812911570649918,0.949620871785399,0.9074265964500742,0.620911652478806,0.7942133373195429,0.748074384924458,0.731174283306265,0.863975466334347,0.8336292147131009,0.8512129046724158,0.780381580564538,0.9457206864674058,0.8302963298371591,0.8451733247644742,0.8435575919319159,0.811764709053633,0.9026566302924851,0.850152384467715,0.8879637545628422,0.8866812856634959,1.0,0.77720997802503,0.8500296668269051,0.7776068400648459,0.8495719409961601,0.8290602894396679,0.8848905157907819,0.909018747843067,0.846597907550459,0.786456732337552,0.82509702582168,0.8798399677492801,0.900325084823693,0.816642995275854,0.8911477857163329,0.8266757611288159,0.7854201534080009,0.599888390409195,0.768081177704799,0.78764778297595,0.737416621870611,0.8576380841586579,0.9169726868996391,0.8302963298371591
Ghana,GHA,Sub-Saharan Africa,1279.0,0.0420476681822895,Lower Middle,0.5659018250110209,0.6757390246269789,0.7801417781259441,0.670780997628178,0.615471719571224,0.52057334704502,0.744534804153629,0.7229315012378779,0.39087726147156604,0.382424557119854,0.540983425617197,0.37195306222357305,0.26814800092563895,0.5032435643250921,0.249298315726135,0.41797102436303996,0.707987094447749,0.6377178227634439,0.610142415107986,0.5982216442809821,0.600411760200798,0.447750363759621,0.744534804153629,0.7176384247102371,0.4756302378783979,0.7662566669145792,0.530695418965645,0.7157251112212801,0.7657372253052479,1.0,0.381438108358591,0.5491512006468621,0.47048971254850397,0.546036913649143,0.45642942414872295,0.6048197293376829,0.6679802235502579,0.591629228613702,0.5658202855623139,0.5591352331256589,0.539552640302589,0.7097006869246891,0.435735180616175,0.5847955112972071,0.7466650624672851,0.4907067940747,0.43328910587820396,0.523716461172036,0.37290478185742104,0.613379380710478,0.42938912690883296,0.6145183382363051,0.447750363759621
Greece,GRC,EU & EFTA & North America,2506.0,0.2392716365148759,High,0.6101851204378471,0.6805107469795639,0.6420621477262061,0.642516002909104,0.705527509997945,0.53883192369218,0.689807657229225,0.8643192403227271,0.562652961350013,0.520218537809288,0.797676694699388,0.736136364082345,0.196580248809031,0.608599662764906,0.5673231897756329,0.607809107781813,0.638896075537568,0.620370277964611,0.654769435503401,0.5381704246992179,0.7745896249168129,0.549951645658469,0.689807657229225,0.720336824138114,0.656641900375908,0.7584066885395591,0.550250718469897,0.711710633666574,0.8058643893921809,1.0,0.329267511607542,0.5785652069361221,0.6322063675055539,0.621591108613451,0.500254642670174,0.438102816053257,0.700671099838177,0.5860557031848921,0.6368286163973349,0.613305062074049,0.7114796395956421,0.614586997226472,0.312401962053502,0.47150294649437896,0.7422846984528659,0.498616613117305,0.495327468652943,0.4714877575693379,0.277691291970566,0.43044338110157,0.660975366327803,0.6044393805404449,0.549951645658469
Grenada,GRD,Latin America & Caribbean,18.0,0.1607114158675738,Upper Middle,0.5913651923003199,0.5771597065531879,0.5735465817395561,0.6609625751881341,0.490046228533228,0.42978349602612803,0.6219919703632609,0.686627387468823,0.647666045367833,0.6027193005870001,0.7893522802210892,0.736563427536982,0.46202917312626207,0.45657576452275606,0.294744699551033,0.36773369731113104,0.640363924780321,0.52346073644854,0.627235236430407,0.702262786166974,0.702042612293178,0.43005702676424196,0.6219919703632609,0.663272724742334,0.466666662,0.7596646146145849,0.67192349449868,0.7655222780706391,0.8785280855951599,1.0,0.41803874861675605,0.5565790614686539,0.49555256528882796,0.7451395974629369,0.583333333333333,0.389690701090595,0.5691791101675739,0.597420043290006,0.5573245362911321,0.724875631369947,0.796739108046131,0.716558927159547,0.3567460367545371,0.29545462355372,0.734241439855028,0.502763402699079,0.47977557120642206,0.530437996288241,0.38721002881223904,0.466762381052691,0.653114530541761,0.571986284227956,0.43005702676424196
Guatemala,GTM,Latin America & Caribbean,473.0,0.026903315739816153,Upper Middle,0.448797286913125,0.522143469372737,0.6082067066994921,0.5100991843754881,0.40029235705244604,0.36325745599281395,0.619620716687283,0.6313843954289,0.336059537876345,0.334645959911311,0.44816834063740796,0.504156865442255,0.057266985514405,0.506955662877287,0.300305376889159,0.520019777870726,0.5776965104576629,0.629800986291599,0.543508474174643,0.43034929428152596,0.609090922119469,0.38571597754297293,0.619620716687283,0.6423717777107779,0.606548589889474,0.658493127680828,0.39587738748481105,0.58870745709024,0.5357174335902241,1.0,0.230404937680495,0.41831885509852706,0.398294284432887,0.5791678810541739,0.365422938583285,0.287866793004375,0.460842378417916,0.37450778726257106,0.350713729353089,0.391049730051476,0.461248841268099,0.35886008130713204,0.13979662177129998,0.301631108245279,0.618254398841619,0.300177051552654,0.21177492725432198,0.23704473903937398,0.079466712428273,0.366790414080117,0.431534420057246,0.38891217046627097,0.38571597754297293
Guinea,GIN,Sub-Saharan Africa,996.0,0.07798769203881907,Low,0.419094338422055,0.393462031879882,0.458875456073801,0.2990454342563811,0.33030105164775503,0.286007586197815,0.514645951548726,0.47189671155481505,0.28622803077860304,0.262674547318013,0.291385304461567,0.34139362230479703,0.24945864903003398,0.365042099792026,0.16714970255837802,0.33442403642537893,0.5106546594430871,0.44794000074126,0.501076885323541,0.585138633194718,0.448299286621323,0.346138671272867,0.514645951548726,0.69879587457272,0.273529364303343,0.6117665126629549,0.530300788411678,0.7184410483375808,0.7321416010068871,1.0,0.42318154400585706,0.370785146802985,0.35643631155071204,0.378539559105392,0.374072910318193,0.362972529423924,0.381904423616707,0.41153101674023906,0.46330127911336,0.582828348772931,0.150214963173466,0.273954630864577,0.46032893098236205,0.399016818118471,0.551072146156507,0.30618844772158,0.22528462257065698,0.283734852224558,0.188189709033585,0.5483944037334451,0.299307610491028,0.25226926472492,0.346138671272867
